nada | seu-socio-gestor-auditoria-planilhas.zip | Inventário!escopo | 53 arquivos XLSX efetivamente abertos; fórmulas lidas como fórmula e valores em cache; 161.932 fórmulas; 274 validações (207 listas, 35 datas, 27 decimais, 5 inteiros); 470 regras de formatação condicional | 20 conferências aritméticas centrais abaixo; contraprovas adicionais nos achados; nenhum Excel ou Google Planilhas executado | Diagnóstico em 17/09/2026; data-base dos números dos kits 03/04 = 14/09/2026

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1219 | Fórmula amarela editável: =TODAY()+17 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1220 | Fórmula amarela editável: =TODAY()+17 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1221 | Fórmula amarela editável: =TODAY()+17 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1222 | Fórmula amarela editável: =TODAY()+18 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1223 | Fórmula amarela editável: =TODAY()+18 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1224 | Fórmula amarela editável: =TODAY()+18 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1225 | Fórmula amarela editável: =TODAY()+18 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1226 | Fórmula amarela editável: =TODAY()+18 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1227 | Fórmula amarela editável: =TODAY()+18 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1228 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1229 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1230 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1231 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1232 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1233 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1234 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1235 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1236 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1237 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1238 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1239 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1240 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1241 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1242 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A1243 | Fórmula amarela editável: =TODAY()+21 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!C5:C3004 | Validação: list; fórmula1==OFFSET(Config!$D$5,0,0,MAX(1,COUNTA(Config!$D$5:$D$12)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!D5:D3004 | Validação: list; fórmula1==OFFSET(Config!$F$5,0,0,MAX(1,COUNTA(Config!$F$5:$F$10)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!E5:E3004 | Validação: list; fórmula1==OFFSET(Pacientes!$A$5,0,0,MAX(1,COUNTA(Pacientes!$A$5:$A$404)),1); fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!F5:F3004 | Validação: list; fórmula1==OFFSET(Config!$H$5,0,0,MAX(1,COUNTA(Config!$H$5:$H$10)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!G5:G3004 | Validação: list; fórmula1==OFFSET(Config!$J$5,0,0,MAX(1,COUNTA(Config!$J$5:$J$16)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!H5:H3004 | Validação: list; fórmula1="Agendado,Confirmado,Realizado,Falta,Cancelado,Remarcado"; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!I5:I3004 | Validação: list; fórmula1="Pix,Dinheiro,Cartão de débito,Cartão de crédito,A prazo,Convênio,Sem cobrança"; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!J5:J3004 | Validação: whole; fórmula1=1; fórmula2=12 | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:A3004 | Validação: date; fórmula1=1; fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:R3004 | CF: expression; fórmula=['$H5="Realizado"'] | prioridade=1; stopIfTrue=None; cores ARGB=['00155E3C']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:R3004 | CF: expression; fórmula=['$H5="Falta"'] | prioridade=2; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:R3004 | CF: expression; fórmula=['OR($H5="Cancelado",$H5="Remarcado")'] | prioridade=3; stopIfTrue=None; cores ARGB=['008A86A0']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!A5:R3004 | CF: expression; fórmula=['OR($H5="Agendado",$H5="Confirmado")'] | prioridade=4; stopIfTrue=None; cores ARGB=['00F3EEFB', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!I5:I3004 | CF: expression; fórmula=['AND($H5="Realizado",$M5>0,$I5="")'] | prioridade=5; stopIfTrue=None; cores ARGB=['00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Agenda!formatos | {'General': 20411, 'dd/mm/yyyy': 1239, 'hh:mm': 1239, '0': 3000, '"R$" #,##0;[Red]-"R$" #,##0': 3000, '0.00': 3000} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/02-faltas-e-retornos.xlsx | Inventário!funções | AND, CHOOSE, COUNTA, COUNTIF, COUNTIFS, IF, IFERROR, INDEX, INT, ISNUMBER, LARGE, MATCH, MAX, MIN, MONTH, OFFSET, OR, REPT, ROUND, ROW, TEXT, TIME, TODAY, WEEKDAY, YEAR | Fórmulas: 33662; validações: 6; regras CF: 9; gráficos: 1 | Inventário, não atestado de execução nativa

nada | 04-medicos/02-faltas-e-retornos.xlsx | Como usar!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/02-faltas-e-retornos.xlsx | Como usar!formatos | {'General': 32} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!D11:D16 | CF: expression; fórmula=['AND(ISNUMBER(D11),D11>0.1)'] | prioridade=1; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!D20:D22 | CF: expression; fórmula=['AND(ISNUMBER(D20),D20>0.1)'] | prioridade=2; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!D26:D31 | CF: expression; fórmula=['AND(ISNUMBER(D26),D26>0.1)'] | prioridade=3; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!D35:D42 | CF: expression; fórmula=['AND(ISNUMBER(D35),D35>0.1)'] | prioridade=4; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!A47:H54 | CF: expression; fórmula=['$B47>Config!$B$8-7'] | prioridade=5; stopIfTrue=None; cores ARGB=['00FFC83D', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!A61:H85 | CF: expression; fórmula=['AND(ISNUMBER($H61),$H61>=30)'] | prioridade=6; stopIfTrue=None; cores ARGB=['00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 04-medicos/02-faltas-e-retornos.xlsx | Painel!formatos | {'General': 430, '0.0%': 32, '0': 30, 'dd/mm/yyyy': 58} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/02-faltas-e-retornos.xlsx | Config!proteção | Aba protegida=True; amarelas=43; desbloqueadas=43; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=B8; fórmulas desbloqueadas=B8 | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/02-faltas-e-retornos.xlsx | Config!B8 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Config!B6 | Validação: list; fórmula1==Config!$L$5:$L$16; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=False; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 04-medicos/02-faltas-e-retornos.xlsx | Config!formatos | {'General': 45, '0': 8, 'dd/mm/yyyy': 1} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!proteção | Aba protegida=True; amarelas=33000; desbloqueadas=33000; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=A1022, A1023, A1024, A1025, A1026, A1027, A1028, A1029, A1030, A1031, A1032, A1033, A1034, A1035, A1036, A1037, A1038, A1039, A1040, A1041, A1042, A1043, A1044, A1045, A1046, A1047, A1048, A1049, A1050, A1051, A1052, A1053, A1054, A1055, A1056, A1057, A1058, A1059, A1060, A1061, A1062, A1063, A1064, A1065, A1066, A1067, A1068, A1069, A1070, A1071, A1072, A1073, A1074, A1075, A1076, A1077, A1078, A1079, A1080, A1081, A1082, A1083, A1084, A1085, A1086, A1087, A1088, A1089, A1090, A1091, A1092, A1093, A1094, A1095, A1096, A1097, A1098, A1099, A1100, A1101, A1102, A1103, A1104, A1105, A1106, A1107, A1108, A1109, A1110, A1111, A1112, A1113, A1114, A1115, A1116, A1117, A1118, A1119, A1120, A1121, A1122, A1123, A1124, A1125, A1126, A1127, A1128, A1129, A1130, A1131, A1132, A1133, A1134, A1135, A1136, A1137, A1138, A1139, A1140, A1141, A1142, A1143, A1144, A1145, A1146, A1147, A1148, A1149, A1150, A1151, A1152, A1153, A1154, A1155, A1156, A1157, A1158, A1159, A1160, A1161, A1162, A1163, A1164, A1165, A1166, A1167, A1168, A1169, A1170, A1171, A1172, A1173, A1174, A1175, A1176, A1177, A1178, A1179, A1180, A1181, A1182, A1183, A1184, A1185, A1186, A1187, A1188, A1189, A1190, A1191, A1192, A1193, A1194, A1195, A1196, A1197, A1198, A1199, A1200, A1201, A1202, A1203, A1204, A1205, A1206, A1207, A1208, A1209, A1210, A1211, A1212, A1213, A1214, A1215, A1216, A1217, A1218, A1219, A1220, A1221, A1222, A1223, A1224, A1225, A1226, A1227, A1228, A1229, A1230, A1231, A1232, A1233, A1234, A1235, A1236, A1237, A1238, A1239, A1240, A1241, A1242, A1243; fórmulas desbloqueadas=A1022, A1023, A1024, A1025, A1026, A1027, A1028, A1029, A1030, A1031, A1032, A1033, A1034, A1035, A1036, A1037, A1038, A1039, A1040, A1041, A1042, A1043, A1044, A1045, A1046, A1047, A1048, A1049, A1050, A1051, A1052, A1053, A1054, A1055, A1056, A1057, A1058, A1059, A1060, A1061, A1062, A1063, A1064, A1065, A1066, A1067, A1068, A1069, A1070, A1071, A1072, A1073, A1074, A1075, A1076, A1077, A1078, A1079, A1080, A1081, A1082, A1083, A1084, A1085, A1086, A1087, A1088, A1089, A1090, A1091, A1092, A1093, A1094, A1095, A1096, A1097, A1098, A1099, A1100, A1101, A1102, A1103, A1104, A1105, A1106, A1107, A1108, A1109, A1110, A1111, A1112, A1113, A1114, A1115, A1116, A1117, A1118, A1119, A1120, A1121, A1122, A1123, A1124, A1125, A1126, A1127, A1128, A1129, A1130, A1131, A1132, A1133, A1134, A1135, A1136, A1137, A1138, A1139, A1140, A1141, A1142, A1143, A1144, A1145, A1146, A1147, A1148, A1149, A1150, A1151, A1152, A1153, A1154, A1155, A1156, A1157, A1158, A1159, A1160, A1161, A1162, A1163, A1164, A1165, A1166, A1167, A1168, A1169, A1170, A1171, A1172, A1173, A1174, A1175, A1176, A1177, A1178, A1179, A1180, A1181, A1182, A1183, A1184, A1185, A1186, A1187, A1188, A1189, A1190, A1191, A1192, A1193, A1194, A1195, A1196, A1197, A1198, A1199, A1200, A1201, A1202, A1203, A1204, A1205, A1206, A1207, A1208, A1209, A1210, A1211, A1212, A1213, A1214, A1215, A1216, A1217, A1218, A1219, A1220, A1221, A1222, A1223, A1224, A1225, A1226, A1227, A1228, A1229, A1230, A1231, A1232, A1233, A1234, A1235, A1236, A1237, A1238, A1239, A1240, A1241, A1242, A1243 | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1022 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1023 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1024 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1025 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1026 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1027 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1028 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1029 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1030 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1031 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1032 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1033 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1034 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1035 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1036 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1037 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1038 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1039 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1040 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1041 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1042 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1043 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1044 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1045 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1046 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1047 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1048 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1049 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1050 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1051 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1052 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1053 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1054 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1055 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1056 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 04-medicos/02-faltas-e-retornos.xlsx | Agenda!A1057 | Fórmula amarela editável: =TODAY()+1 | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

